level,itl,name,year,Population
ITL3,TLI42,Tower Hamlets,2018,243208.0
ITL3,TLI43,Haringey and Islington,2018,371359.0
ITL3,TLI44,Lewisham and Southwark,2018,445665.0
ITL3,TLI45,Lambeth,2018,238041.0
ITL3,TLI51,Bexley and Greenwich,2018,351506.0
ITL3,TLI52,Barking & Dagenham and Havering,2018,296674.0
ITL3,TLI53,Redbridge and Waltham Forest,2018,383197.0
ITL3,TLI54,Enfield,2018,212830.0
ITL3,TLI61,Bromley,2018,206779.0
ITL3,TLI62,Croydon,2018,248678.0
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2018,385449.0
ITL3,TLI71,Barnet,2018,255524.0
ITL3,TLI72,Brent,2018,215316.0
ITL3,TLI73,Ealing,2018,220221.0
ITL3,TLI74,Harrow and Hillingdon,2018,357241.0
ITL3,TLI75,Hounslow and Richmond upon Thames,2018,302596.0
ITL3,TLJ11,Berkshire,2018,574783.0
ITL3,TLJ12,Milton Keynes,2018,168427.0
ITL3,TLJ13,Buckinghamshire CC,2018,329564.0
ITL3,TLJ14,Oxfordshire CC,2018,434142.0
ITL3,TLJ21,Brighton and Hove,2018,207971.0
ITL3,TLJ22,East Sussex CC,2018,318101.0
ITL3,TLJ25,West Surrey,2018,488781.0
ITL3,TLJ26,East Surrey,2018,244263.0
ITL3,TLJ27,West Sussex (South West),2018,259033.0
ITL3,TLJ28,West Sussex (North East),2018,248752.0
ITL3,TLJ31,Portsmouth,2018,144768.0
ITL3,TLJ32,Southampton,2018,171856.0
ITL3,TLJ34,Isle of Wight,2018,79567.0
ITL3,TLJ35,South Hampshire,2018,277549.0
ITL3,TLJ36,Central Hampshire,2018,321490.0
ITL3,TLJ37,North Hampshire,2018,230625.0
ITL3,TLJ41,Medway,2018,175092.0
ITL3,TLJ43,Kent Thames Gateway,2018,228409.0
ITL3,TLJ44,East Kent,2018,321907.0
ITL3,TLJ45,Mid Kent,2018,183361.0
ITL3,TLJ46,West Kent,2018,222405.0
ITL3,TLK11,"Bristol, City of",2018,319878.0
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2018,430508.0
ITL3,TLK13,Gloucestershire CC,2018,386043.0
ITL3,TLK14,Swindon,2018,140185.0
ITL3,TLK15,Wiltshire,2018,299124.0
ITL3,TLK23,Somerset CC,2018,323001.0
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2018,247922.0
ITL3,TLK25,Dorset,2018,210601.0
ITL3,TLK30,Cornwall and Isles of Scilly,2018,332588.0
ITL3,TLK41,Plymouth,2018,165854.0
ITL3,TLK42,Torbay,2018,76327.0
ITL3,TLK43,Devon CC,2018,470900.0
ITL3,TLL11,Isle of Anglesey,2018,39880.0
ITL3,TLL12,Gwynedd,2018,75857.0
ITL3,TLL13,Conwy and Denbighshire,2018,122139.0
ITL3,TLL14,South West Wales,2018,226896.0
ITL3,TLL15,Central Valleys,2018,187684.0
ITL3,TLL16,Gwent Valleys,2018,213971.0
ITL3,TLL17,Bridgend and Neath Port Talbot,2018,180197.0
ITL3,TLL18,Swansea,2018,156034.0
ITL3,TLL21,Monmouthshire and Newport,2018,153372.0
ITL3,TLL22,Cardiff and Vale of Glamorgan,2018,329940.0
ITL3,TLL23,Flintshire and Wrexham,2018,177136.0
ITL3,TLL24,Powys,2018,75160.0
ITL3,TLM50,Aberdeen City and Aberdeenshire,2018,316660.0
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2018,55075.0
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2018,126521.0
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2018,57619.0
ITL3,TLM64,Na h-Eileanan Siar,2018,15392.0
ITL3,TLM65,Orkney Islands,2018,13386.0
ITL3,TLM66,Shetland Islands,2018,13905.0
ITL3,TLM71,Angus and Dundee City,2018,167693.0
ITL3,TLM72,Clackmannanshire and Fife,2018,263626.0
ITL3,TLM73,East Lothian and Midlothian,2018,123498.0
ITL3,TLM75,City of Edinburgh,2018,368491.0
ITL3,TLM76,Falkirk,2018,102019.0
ITL3,TLM77,"Perth and Kinross, and Stirling",2018,151760.0
ITL3,TLM78,West Lothian,2018,117675.0
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2018,136489.0
ITL3,TLM82,Glasgow City,2018,450313.0
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2018,220180.0
ITL3,TLM84,North Lanarkshire,2018,218277.0
ITL3,TLM91,Scottish Borders,2018,67332.0
ITL3,TLM92,Dumfries and Galloway,2018,86182.0
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2018,153487.0
ITL3,TLM94,South Ayrshire,2018,65767.0
ITL3,TLM95,South Lanarkshire,2018,201790.0
ITL3,TLN06,Belfast,2018,227872.0
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2018,135546.0
ITL3,TLN08,"Newry, Mourne and Down",2018,111550.0
ITL3,TLN09,Ards and North Down,2018,97692.0
ITL3,TLN0A,Derry City and Strabane,2018,94602.0
ITL3,TLN0B,Mid Ulster,2018,93219.0
ITL3,TLN0C,Causeway Coast and Glens,2018,86512.0
ITL3,TLN0D,Antrim and Newtownabbey,2018,91320.0
ITL3,TLN0E,Lisburn and Castlereagh,2018,92691.0
ITL3,TLN0F,Mid and East Antrim,2018,85655.0
ITL3,TLN0G,Fermanagh and Omagh,2018,70503.0
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2019,178531.0
ITL3,TLC12,South Teesside,2019,169351.0
ITL3,TLC13,Darlington,2019,65149.0
ITL3,TLC14,Durham CC,2019,330290.0
ITL3,TLC21,Northumberland,2019,190384.0
ITL3,TLC22,Tyneside,2019,558445.0
ITL3,TLC23,Sunderland,2019,173572.0
ITL3,TLD11,West Cumbria,2019,138777.0
ITL3,TLD12,East Cumbria,2019,155696.0
ITL3,TLD33,Manchester,2019,391653.0
ITL3,TLD34,Greater Manchester South West,2019,318331.0
ITL3,TLD35,Greater Manchester South East,2019,319038.0
ITL3,TLD36,Greater Manchester North West,2019,381447.0
ITL3,TLD37,Greater Manchester North East,2019,401074.0
ITL3,TLD41,Blackburn with Darwen,2019,93526.0
ITL3,TLD42,Blackpool,2019,83865.0
ITL3,TLD44,Lancaster and Wyre,2019,157477.0
ITL3,TLD45,Mid Lancashire,2019,243166.0
ITL3,TLD46,East Lancashire,2019,202086.0
ITL3,TLD47,Chorley and West Lancashire,2019,142388.0
ITL3,TLD61,Warrington,2019,129913.0
ITL3,TLD62,Cheshire East,2019,227980.0
ITL3,TLD63,Cheshire West and Chester,2019,206998.0
ITL3,TLD71,East Merseyside,2019,285231.0
ITL3,TLD72,Liverpool,2019,339133.0
ITL3,TLD73,Sefton,2019,162187.0
ITL3,TLD74,Wirral,2019,192904.0
ITL3,TLE11,"Kingston upon Hull, City of",2019,167455.0
ITL3,TLE12,East Riding of Yorkshire,2019,196469.0
ITL3,TLE13,North and North East Lincolnshire,2019,198716.0
ITL3,TLE21,York,2019,139430.0
ITL3,TLE22,North Yorkshire CC,2019,362222.0
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2019,506119.0
ITL3,TLE32,Sheffield,2019,388384.0
ITL3,TLE41,Bradford,2019,332559.0
ITL3,TLE42,Leeds,2019,520582.0
ITL3,TLE44,Calderdale and Kirklees,2019,403081.0
ITL3,TLE45,Wakefield,2019,217097.0
ITL3,TLF11,Derby,2019,160852.0
ITL3,TLF12,East Derbyshire,2019,175254.0
ITL3,TLF13,South and West Derbyshire,2019,317180.0
ITL3,TLF14,Nottingham,2019,235356.0
ITL3,TLF15,North Nottinghamshire,2019,290511.0
ITL3,TLF16,South Nottinghamshire,2019,216854.0
ITL3,TLF21,Leicester,2019,234562.0
ITL3,TLF22,Leicestershire CC and Rutland,2019,462456.0
ITL3,TLF24,West Northamptonshire,2019,250500.0
ITL3,TLF25,North Northamptonshire,2019,212908.0
ITL3,TLF30,Lincolnshire CC,2019,452175.0
ITL3,TLG11,"Herefordshire, County of",2019,113009.0
ITL3,TLG12,Worcestershire CC,2019,354064.0
ITL3,TLG13,Warwickshire CC,2019,355847.0
ITL3,TLG21,Telford and Wrekin,2019,112030.0
ITL3,TLG22,Shropshire CC,2019,191066.0
ITL3,TLG23,Stoke-on-Trent,2019,159523.0
ITL3,TLG24,Staffordshire CC,2019,536544.0
ITL3,TLG31,Birmingham,2019,733995.0
ITL3,TLG32,Solihull,2019,129091.0
ITL3,TLG33,Coventry,2019,255941.0
ITL3,TLG36,Dudley,2019,194465.0
ITL3,TLG37,Sandwell,2019,204882.0
ITL3,TLG38,Walsall,2019,174344.0
ITL3,TLG39,Wolverhampton,2019,163541.0
ITL3,TLH11,Peterborough,2019,124182.0
ITL3,TLH12,Cambridgeshire CC,2019,406640.0
ITL3,TLH14,Suffolk CC,2019,443505.0
ITL3,TLH15,Norwich and East Norfolk,2019,230309.0
ITL3,TLH16,North and West Norfolk,2019,140338.0
ITL3,TLH17,Breckland and South Norfolk,2019,163817.0
ITL3,TLH21,Luton,2019,133825.0
ITL3,TLH23,Hertfordshire CC,2019,743114.0
ITL3,TLH24,Bedford,2019,106353.0
ITL3,TLH25,Central Bedfordshire,2019,182665.0
ITL3,TLH31,Southend-on-Sea,2019,111234.0
ITL3,TLH32,Thurrock,2019,110202.0
ITL3,TLH34,Essex Haven Gateway,2019,297626.0
ITL3,TLH35,West Essex,2019,190995.0
ITL3,TLH36,Heart of Essex,2019,195673.0
ITL3,TLH37,Essex Thames Gateway,2019,219463.0
ITL3,TLI31,Camden and City of London,2019,204903.0
ITL3,TLI32,Westminster,2019,190345.0
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2019,233908.0
ITL3,TLI34,Wandsworth,2019,237863.0
ITL3,TLI41,Hackney and Newham,2019,449525.0
ITL3,TLI42,Tower Hamlets,2019,243208.0
ITL3,TLI43,Haringey and Islington,2019,371359.0
ITL3,TLI44,Lewisham and Southwark,2019,445665.0
ITL3,TLI45,Lambeth,2019,238041.0
ITL3,TLI51,Bexley and Greenwich,2019,351506.0
ITL3,TLI52,Barking & Dagenham and Havering,2019,296674.0
ITL3,TLI53,Redbridge and Waltham Forest,2019,383197.0
ITL3,TLI54,Enfield,2019,212830.0
ITL3,TLI61,Bromley,2019,206779.0
ITL3,TLI62,Croydon,2019,248678.0
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2019,385449.0
ITL3,TLI71,Barnet,2019,255524.0
ITL3,TLI72,Brent,2019,215316.0
ITL3,TLI73,Ealing,2019,220221.0
ITL3,TLI74,Harrow and Hillingdon,2019,357241.0
ITL3,TLI75,Hounslow and Richmond upon Thames,2019,302596.0
ITL3,TLJ11,Berkshire,2019,574783.0
ITL3,TLJ12,Milton Keynes,2019,168427.0
ITL3,TLJ13,Buckinghamshire CC,2019,329564.0
ITL3,TLJ14,Oxfordshire CC,2019,434142.0
ITL3,TLJ21,Brighton and Hove,2019,207971.0
ITL3,TLJ22,East Sussex CC,2019,318101.0
ITL3,TLJ25,West Surrey,2019,488781.0
ITL3,TLJ26,East Surrey,2019,244263.0
ITL3,TLJ27,West Sussex (South West),2019,259033.0
ITL3,TLJ28,West Sussex (North East),2019,248752.0
ITL3,TLJ31,Portsmouth,2019,144768.0
ITL3,TLJ32,Southampton,2019,171856.0
ITL3,TLJ34,Isle of Wight,2019,79567.0
ITL3,TLJ35,South Hampshire,2019,277549.0
ITL3,TLJ36,Central Hampshire,2019,321490.0
ITL3,TLJ37,North Hampshire,2019,230625.0
ITL3,TLJ41,Medway,2019,175092.0
ITL3,TLJ43,Kent Thames Gateway,2019,228409.0
ITL3,TLJ44,East Kent,2019,321907.0
ITL3,TLJ45,Mid Kent,2019,183361.0
ITL3,TLJ46,West Kent,2019,222405.0
ITL3,TLK11,"Bristol, City of",2019,319878.0
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2019,430508.0
ITL3,TLK13,Gloucestershire CC,2019,386043.0
ITL3,TLK14,Swindon,2019,140185.0
ITL3,TLK15,Wiltshire,2019,299124.0
ITL3,TLK23,Somerset CC,2019,323001.0
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2019,247922.0
ITL3,TLK25,Dorset,2019,210601.0
ITL3,TLK30,Cornwall and Isles of Scilly,2019,332588.0
ITL3,TLK41,Plymouth,2019,165854.0
ITL3,TLK42,Torbay,2019,76327.0
ITL3,TLK43,Devon CC,2019,470900.0
ITL3,TLL11,Isle of Anglesey,2019,39880.0
ITL3,TLL12,Gwynedd,2019,75857.0
ITL3,TLL13,Conwy and Denbighshire,2019,122139.0
ITL3,TLL14,South West Wales,2019,226896.0
ITL3,TLL15,Central Valleys,2019,187684.0
ITL3,TLL16,Gwent Valleys,2019,213971.0
ITL3,TLL17,Bridgend and Neath Port Talbot,2019,180197.0
ITL3,TLL18,Swansea,2019,156034.0
ITL3,TLL21,Monmouthshire and Newport,2019,153372.0
ITL3,TLL22,Cardiff and Vale of Glamorgan,2019,329940.0
ITL3,TLL23,Flintshire and Wrexham,2019,177136.0
ITL3,TLL24,Powys,2019,75160.0
ITL3,TLM50,Aberdeen City and Aberdeenshire,2019,316660.0
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2019,55075.0
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2019,126521.0
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2019,57619.0
ITL3,TLM64,Na h-Eileanan Siar,2019,15392.0
ITL3,TLM65,Orkney Islands,2019,13386.0
ITL3,TLM66,Shetland Islands,2019,13905.0
ITL3,TLM71,Angus and Dundee City,2019,167693.0
ITL3,TLM72,Clackmannanshire and Fife,2019,263626.0
ITL3,TLM73,East Lothian and Midlothian,2019,123498.0
ITL3,TLM75,City of Edinburgh,2019,368491.0
ITL3,TLM76,Falkirk,2019,102019.0
ITL3,TLM77,"Perth and Kinross, and Stirling",2019,151760.0
ITL3,TLM78,West Lothian,2019,117675.0
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2019,136489.0
ITL3,TLM82,Glasgow City,2019,450313.0
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2019,220180.0
ITL3,TLM84,North Lanarkshire,2019,218277.0
ITL3,TLM91,Scottish Borders,2019,67332.0
ITL3,TLM92,Dumfries and Galloway,2019,86182.0
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2019,153487.0
ITL3,TLM94,South Ayrshire,2019,65767.0
ITL3,TLM95,South Lanarkshire,2019,201790.0
ITL3,TLN06,Belfast,2019,227872.0
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2019,135546.0
ITL3,TLN08,"Newry, Mourne and Down",2019,111550.0
ITL3,TLN09,Ards and North Down,2019,97692.0
ITL3,TLN0A,Derry City and Strabane,2019,94602.0
ITL3,TLN0B,Mid Ulster,2019,93219.0
ITL3,TLN0C,Causeway Coast and Glens,2019,86512.0
ITL3,TLN0D,Antrim and Newtownabbey,2019,91320.0
ITL3,TLN0E,Lisburn and Castlereagh,2019,92691.0
ITL3,TLN0F,Mid and East Antrim,2019,85655.0
ITL3,TLN0G,Fermanagh and Omagh,2019,70503.0
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2020,178531.0
ITL3,TLC12,South Teesside,2020,169351.0
ITL3,TLC13,Darlington,2020,65149.0
ITL3,TLC14,Durham CC,2020,330290.0
ITL3,TLC21,Northumberland,2020,190384.0
ITL3,TLC22,Tyneside,2020,558445.0
ITL3,TLC23,Sunderland,2020,173572.0
ITL3,TLD11,West Cumbria,2020,138777.0
ITL3,TLD12,East Cumbria,2020,155696.0
ITL3,TLD33,Manchester,2020,391653.0
ITL3,TLD34,Greater Manchester South West,2020,318331.0
ITL3,TLD35,Greater Manchester South East,2020,319038.0
ITL3,TLD36,Greater Manchester North West,2020,381447.0
ITL3,TLD37,Greater Manchester North East,2020,401074.0
ITL3,TLD41,Blackburn with Darwen,2020,93526.0
ITL3,TLD42,Blackpool,2020,83865.0
ITL3,TLD44,Lancaster and Wyre,2020,157477.0
ITL3,TLD45,Mid Lancashire,2020,243166.0
ITL3,TLD46,East Lancashire,2020,202086.0
ITL3,TLD47,Chorley and West Lancashire,2020,142388.0
ITL3,TLD61,Warrington,2020,129913.0
ITL3,TLD62,Cheshire East,2020,227980.0
ITL3,TLD63,Cheshire West and Chester,2020,206998.0
ITL3,TLD71,East Merseyside,2020,285231.0
ITL3,TLD72,Liverpool,2020,339133.0
ITL3,TLD73,Sefton,2020,162187.0
ITL3,TLD74,Wirral,2020,192904.0
ITL3,TLE11,"Kingston upon Hull, City of",2020,167455.0
ITL3,TLE12,East Riding of Yorkshire,2020,196469.0
ITL3,TLE13,North and North East Lincolnshire,2020,198716.0
ITL3,TLE21,York,2020,139430.0
ITL3,TLE22,North Yorkshire CC,2020,362222.0
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2020,506119.0
ITL3,TLE32,Sheffield,2020,388384.0
ITL3,TLE41,Bradford,2020,332559.0
ITL3,TLE42,Leeds,2020,520582.0
ITL3,TLE44,Calderdale and Kirklees,2020,403081.0
ITL3,TLE45,Wakefield,2020,217097.0
ITL3,TLF11,Derby,2020,160852.0
ITL3,TLF12,East Derbyshire,2020,175254.0
ITL3,TLF13,South and West Derbyshire,2020,317180.0
ITL3,TLF14,Nottingham,2020,235356.0
ITL3,TLF15,North Nottinghamshire,2020,290511.0
ITL3,TLF16,South Nottinghamshire,2020,216854.0
ITL3,TLF21,Leicester,2020,234562.0
ITL3,TLF22,Leicestershire CC and Rutland,2020,462456.0
ITL3,TLF24,West Northamptonshire,2020,250500.0
ITL3,TLF25,North Northamptonshire,2020,212908.0
ITL3,TLF30,Lincolnshire CC,2020,452175.0
ITL3,TLG11,"Herefordshire, County of",2020,113009.0
ITL3,TLG12,Worcestershire CC,2020,354064.0
ITL3,TLG13,Warwickshire CC,2020,355847.0
ITL3,TLG21,Telford and Wrekin,2020,112030.0
ITL3,TLG22,Shropshire CC,2020,191066.0
ITL3,TLG23,Stoke-on-Trent,2020,159523.0
ITL3,TLG24,Staffordshire CC,2020,536544.0
ITL3,TLG31,Birmingham,2020,733995.0
ITL3,TLG32,Solihull,2020,129091.0
ITL3,TLG33,Coventry,2020,255941.0
ITL3,TLG36,Dudley,2020,194465.0
ITL3,TLG37,Sandwell,2020,204882.0
ITL3,TLG38,Walsall,2020,174344.0
ITL3,TLG39,Wolverhampton,2020,163541.0
ITL3,TLH11,Peterborough,2020,124182.0
ITL3,TLH12,Cambridgeshire CC,2020,406640.0
ITL3,TLH14,Suffolk CC,2020,443505.0
ITL3,TLH15,Norwich and East Norfolk,2020,230309.0
ITL3,TLH16,North and West Norfolk,2020,140338.0
ITL3,TLH17,Breckland and South Norfolk,2020,163817.0
ITL3,TLH21,Luton,2020,133825.0
ITL3,TLH23,Hertfordshire CC,2020,743114.0
ITL3,TLH24,Bedford,2020,106353.0
ITL3,TLH25,Central Bedfordshire,2020,182665.0
ITL3,TLH31,Southend-on-Sea,2020,111234.0
ITL3,TLH32,Thurrock,2020,110202.0
ITL3,TLH34,Essex Haven Gateway,2020,297626.0
ITL3,TLH35,West Essex,2020,190995.0
ITL3,TLH36,Heart of Essex,2020,195673.0
ITL3,TLH37,Essex Thames Gateway,2020,219463.0
ITL3,TLI31,Camden and City of London,2020,204903.0
ITL3,TLI32,Westminster,2020,190345.0
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2020,233908.0
ITL3,TLI34,Wandsworth,2020,237863.0
ITL3,TLI41,Hackney and Newham,2020,449525.0
ITL3,TLI42,Tower Hamlets,2020,243208.0
ITL3,TLI43,Haringey and Islington,2020,371359.0
ITL3,TLI44,Lewisham and Southwark,2020,445665.0
ITL3,TLI45,Lambeth,2020,238041.0
ITL3,TLI51,Bexley and Greenwich,2020,351506.0
ITL3,TLI52,Barking & Dagenham and Havering,2020,296674.0
ITL3,TLI53,Redbridge and Waltham Forest,2020,383197.0
ITL3,TLI54,Enfield,2020,212830.0
ITL3,TLI61,Bromley,2020,206779.0
ITL3,TLI62,Croydon,2020,248678.0
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2020,385449.0
ITL3,TLI71,Barnet,2020,255524.0
ITL3,TLI72,Brent,2020,215316.0
ITL3,TLI73,Ealing,2020,220221.0
ITL3,TLI74,Harrow and Hillingdon,2020,357241.0
ITL3,TLI75,Hounslow and Richmond upon Thames,2020,302596.0
ITL3,TLJ11,Berkshire,2020,574783.0
ITL3,TLJ12,Milton Keynes,2020,168427.0
ITL3,TLJ13,Buckinghamshire CC,2020,329564.0
ITL3,TLJ14,Oxfordshire CC,2020,434142.0
ITL3,TLJ21,Brighton and Hove,2020,207971.0
ITL3,TLJ22,East Sussex CC,2020,318101.0
ITL3,TLJ25,West Surrey,2020,488781.0
ITL3,TLJ26,East Surrey,2020,244263.0
ITL3,TLJ27,West Sussex (South West),2020,259033.0
ITL3,TLJ28,West Sussex (North East),2020,248752.0
ITL3,TLJ31,Portsmouth,2020,144768.0
ITL3,TLJ32,Southampton,2020,171856.0
ITL3,TLJ34,Isle of Wight,2020,79567.0
ITL3,TLJ35,South Hampshire,2020,277549.0
ITL3,TLJ36,Central Hampshire,2020,321490.0
ITL3,TLJ37,North Hampshire,2020,230625.0
ITL3,TLJ41,Medway,2020,175092.0
ITL3,TLJ43,Kent Thames Gateway,2020,228409.0
ITL3,TLJ44,East Kent,2020,321907.0
ITL3,TLJ45,Mid Kent,2020,183361.0
ITL3,TLJ46,West Kent,2020,222405.0
ITL3,TLK11,"Bristol, City of",2020,319878.0
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2020,430508.0
ITL3,TLK13,Gloucestershire CC,2020,386043.0
ITL3,TLK14,Swindon,2020,140185.0
ITL3,TLK15,Wiltshire,2020,299124.0
ITL3,TLK23,Somerset CC,2020,323001.0
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2020,247922.0
ITL3,TLK25,Dorset,2020,210601.0
ITL3,TLK30,Cornwall and Isles of Scilly,2020,332588.0
ITL3,TLK41,Plymouth,2020,165854.0
ITL3,TLK42,Torbay,2020,76327.0
ITL3,TLK43,Devon CC,2020,470900.0
ITL3,TLL11,Isle of Anglesey,2020,39880.0
ITL3,TLL12,Gwynedd,2020,75857.0
ITL3,TLL13,Conwy and Denbighshire,2020,122139.0
ITL3,TLL14,South West Wales,2020,226896.0
ITL3,TLL15,Central Valleys,2020,187684.0
ITL3,TLL16,Gwent Valleys,2020,213971.0
ITL3,TLL17,Bridgend and Neath Port Talbot,2020,180197.0
ITL3,TLL18,Swansea,2020,156034.0
ITL3,TLL21,Monmouthshire and Newport,2020,153372.0
ITL3,TLL22,Cardiff and Vale of Glamorgan,2020,329940.0
ITL3,TLL23,Flintshire and Wrexham,2020,177136.0
ITL3,TLL24,Powys,2020,75160.0
ITL3,TLM50,Aberdeen City and Aberdeenshire,2020,316660.0
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2020,55075.0
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2020,126521.0
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2020,57619.0
ITL3,TLM64,Na h-Eileanan Siar,2020,15392.0
ITL3,TLM65,Orkney Islands,2020,13386.0
ITL3,TLM66,Shetland Islands,2020,13905.0
ITL3,TLM71,Angus and Dundee City,2020,167693.0
ITL3,TLM72,Clackmannanshire and Fife,2020,263626.0
ITL3,TLM73,East Lothian and Midlothian,2020,123498.0
ITL3,TLM75,City of Edinburgh,2020,368491.0
ITL3,TLM76,Falkirk,2020,102019.0
ITL3,TLM77,"Perth and Kinross, and Stirling",2020,151760.0
ITL3,TLM78,West Lothian,2020,117675.0
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2020,136489.0
ITL3,TLM82,Glasgow City,2020,450313.0
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2020,220180.0
ITL3,TLM84,North Lanarkshire,2020,218277.0
ITL3,TLM91,Scottish Borders,2020,67332.0
ITL3,TLM92,Dumfries and Galloway,2020,86182.0
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2020,153487.0
ITL3,TLM94,South Ayrshire,2020,65767.0
ITL3,TLM95,South Lanarkshire,2020,201790.0
ITL3,TLN06,Belfast,2020,227872.0
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2020,135546.0
ITL3,TLN08,"Newry, Mourne and Down",2020,111550.0
ITL3,TLN09,Ards and North Down,2020,97692.0
ITL3,TLN0A,Derry City and Strabane,2020,94602.0
ITL3,TLN0B,Mid Ulster,2020,93219.0
ITL3,TLN0C,Causeway Coast and Glens,2020,86512.0
ITL3,TLN0D,Antrim and Newtownabbey,2020,91320.0
ITL3,TLN0E,Lisburn and Castlereagh,2020,92691.0
ITL3,TLN0F,Mid and East Antrim,2020,85655.0
ITL3,TLN0G,Fermanagh and Omagh,2020,70503.0
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2021,178531.0
ITL3,TLC12,South Teesside,2021,169351.0
ITL3,TLC13,Darlington,2021,65149.0
ITL3,TLC14,Durham CC,2021,330290.0
ITL3,TLC21,Northumberland,2021,190384.0
ITL3,TLC22,Tyneside,2021,558445.0
ITL3,TLC23,Sunderland,2021,173572.0
ITL3,TLD11,West Cumbria,2021,138777.0
ITL3,TLD12,East Cumbria,2021,155696.0
ITL3,TLD33,Manchester,2021,391653.0
ITL3,TLD34,Greater Manchester South West,2021,318331.0
ITL3,TLD35,Greater Manchester South East,2021,319038.0
ITL3,TLD36,Greater Manchester North West,2021,381447.0
ITL3,TLD37,Greater Manchester North East,2021,401074.0
ITL3,TLD41,Blackburn with Darwen,2021,93526.0
ITL3,TLD42,Blackpool,2021,83865.0
ITL3,TLD44,Lancaster and Wyre,2021,157477.0
ITL3,TLD45,Mid Lancashire,2021,243166.0
ITL3,TLD46,East Lancashire,2021,202086.0
ITL3,TLD47,Chorley and West Lancashire,2021,142388.0
ITL3,TLD61,Warrington,2021,129913.0
ITL3,TLD62,Cheshire East,2021,227980.0
ITL3,TLD63,Cheshire West and Chester,2021,206998.0
ITL3,TLD71,East Merseyside,2021,285231.0
ITL3,TLD72,Liverpool,2021,339133.0
ITL3,TLD73,Sefton,2021,162187.0
ITL3,TLD74,Wirral,2021,192904.0
ITL3,TLE11,"Kingston upon Hull, City of",2021,167455.0
ITL3,TLE12,East Riding of Yorkshire,2021,196469.0
ITL3,TLE13,North and North East Lincolnshire,2021,198716.0
ITL3,TLE21,York,2021,139430.0
ITL3,TLE22,North Yorkshire CC,2021,362222.0
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2021,506119.0
ITL3,TLE32,Sheffield,2021,388384.0
ITL3,TLE41,Bradford,2021,332559.0
ITL3,TLE42,Leeds,2021,520582.0
ITL3,TLE44,Calderdale and Kirklees,2021,403081.0
ITL3,TLE45,Wakefield,2021,217097.0
ITL3,TLF11,Derby,2021,160852.0
ITL3,TLF12,East Derbyshire,2021,175254.0
ITL3,TLF13,South and West Derbyshire,2021,317180.0
ITL3,TLF14,Nottingham,2021,235356.0
ITL3,TLF15,North Nottinghamshire,2021,290511.0
ITL3,TLF16,South Nottinghamshire,2021,216854.0
ITL3,TLF21,Leicester,2021,234562.0
ITL3,TLF22,Leicestershire CC and Rutland,2021,462456.0
ITL3,TLF24,West Northamptonshire,2021,250500.0
ITL3,TLF25,North Northamptonshire,2021,212908.0
ITL3,TLF30,Lincolnshire CC,2021,452175.0
